id,nome,data_inicio,data_termino_planejada,data_termino_real,orcamento_inicial,gerente,status,percentual_conclusao,spi,cpi,mudanca_escopo
PROJ-0082,A certeza de inovar sem preocupação,13/02/2024,17/01/2025,26/01/2025,769691,Stephany Silva,Em andamento,99.9,0.9506704516115374,1.2445692814205591,Sim
PROJ-0083,A segurança de ganhar com confiança,27/02/2024,31/03/2024,26/03/2024,4373811,Heitor Abreu,Em andamento,93.63889551297085,0.988607771349183,0.8617866145196046,Não
PROJ-0084,O poder de atingir seus objetivos em estado puro,15/12/2023,03/09/2024,25/11/2024,1755471,Gabriel da Paz,Atrasado,58.826282119347006,0.5882628211934701,0.7975753406164697,Não
PROJ-0085,A simplicidade de inovar simplesmente,08/03/2024,29/10/2024,10/11/2024,1383078,Dra. Isabel Câmara,Em andamento,87.36301792416401,1.004416972020572,1.026701912204467,Sim
PROJ-0086,A possibilidade de concretizar seus projetos em estado puro,09/10/2024,25/12/2024,22/06/2025,2374394,Aurora Caldeira,Atrasado,62.20302116603501,0.6220302116603501,0.6754403916754584,Não
PROJ-0087,A liberdade de inovar direto da fonte,13/01/2025,25/03/2025,17/04/2025,3668752,Dra. Joana da Rosa,Em andamento,99.9,1.0377428898531682,0.8853327133375937,Não
PROJ-0088,O prazer de mudar mais facilmente,17/11/2024,13/01/2025,30/06/2025,4153470,Gabrielly Macedo,Atrasado,59.14352054002789,0.5914352054002789,0.9278074017250324,Não
PROJ-0089,O direito de evoluir mais rapidamente,21/07/2024,25/03/2025,18/03/2025,3022716,Melina Castro,Em andamento,96.0316801388716,1.0794737208541805,0.9116816686655933,Não
PROJ-0090,O conforto de atingir seus objetivos antes de tudo,04/01/2024,22/03/2024,03/04/2024,4534022,João Miguel Fogaça,Concluído,100.0,1.0910728717871598,1.1893403807869967,Não
PROJ-0091,O conforto de avançar com confiança,18/03/2024,01/03/2025,28/03/2025,4975314,Mariana Mendes,Em andamento,97.14596024029359,1.1145787852740137,1.0841970768942182,Não
PROJ-0092,A segurança de atingir seus objetivos naturalmente,10/01/2025,21/07/2025,11/08/2025,2291165,Marcos Vinicius Siqueira,Em andamento,84.06857093583412,0.90262851722963,0.9638991578822053,Não
PROJ-0093,O prazer de conseguir com força total,23/12/2024,04/09/2025,08/11/2025,727745,Joana Oliveira,Atrasado,40.64193338221768,0.5105267493825374,0.714688797322741,Não
PROJ-0094,O prazer de conseguir mais facilmente,18/03/2025,01/11/2025,06/11/2025,3341801,Ana Clara Aragão,Em andamento,50.605359693767696,1.0028320743462142,0.9270863616323972,Não
PROJ-0095,O poder de concretizar seus projetos direto da fonte,28/02/2025,07/04/2025,01/05/2025,4086419,Yan Viana,Em andamento,99.9,0.902420554119257,0.986181653790192,Não
PROJ-0096,A simplicidade de conseguir simplesmente,24/09/2023,05/04/2024,09/04/2024,1642235,Dr. Ravi Lucca Ramos,Em andamento,82.35544228806118,0.9849340754172602,1.0884554851015331,Não
PROJ-0097,A segurança de mudar com confiança,18/05/2025,02/02/2026,04/11/2025,3398223,Otávio da Mata,Cancelado,65.40720401986255,2.983486499151625,0.7671690972713658,Não
PROJ-0098,O poder de mudar simplesmente,06/12/2023,24/05/2024,11/05/2024,3886563,Ísis Vasconcelos,Concluído,100.0,1.0528746840332113,1.197899978637246,Sim
PROJ-0099,A liberdade de inovar em estado puro,08/03/2025,13/02/2026,21/05/2026,237702,Maria Helena Camargo,Atrasado,31.156989257154148,0.8324758067145874,0.9605289465257854,Não
PROJ-0100,A segurança de evoluir direto da fonte,14/11/2023,09/06/2024,29/06/2024,4847492,Sr. Caleb Borges,Atrasado,63.6018258317393,0.636018258317393,0.7942176057213434,Não
PROJ-0101,O poder de avançar com força total,26/09/2024,03/07/2025,19/08/2025,4634829,Ana Beatriz Campos,Atrasado,72.70435059250258,0.7270435059250258,0.7035065169464695,Não
PROJ-0102,A segurança de ganhar simplesmente,21/03/2025,25/06/2025,18/07/2025,1010434,Luana Cavalcante,Em andamento,99.9,0.8659240896777425,1.0201464358081633,Não
PROJ-0103,O conforto de atingir seus objetivos de maneira eficaz,09/07/2024,06/10/2024,27/01/2025,3854615,Luna da Conceição,Atrasado,80.55856103680382,0.8055856103680382,0.8138335109344125,Não
PROJ-0104,A liberdade de concretizar seus projetos com toda a tranquilidade,08/06/2025,12/09/2025,24/08/2025,3568542,Vitória Aparecida,Concluído,100.0,1.068946066907587,1.1428930112430093,Sim
PROJ-0105,O direito de realizar seus sonhos sem preocupação,20/03/2024,04/12/2024,03/12/2024,1482859,Sra. Heloisa Borges,Em andamento,99.9,0.9694729009018886,0.871772344639189,Não
PROJ-0106,O conforto de realizar seus sonhos com confiança,12/04/2024,21/05/2024,09/05/2024,1101604,Dante Novaes,Concluído,100.0,1.0796215989650357,1.0117769587664076,Sim
PROJ-0107,O prazer de inovar direto da fonte,08/11/2024,06/04/2025,04/05/2025,2135006,Lorena Sales,Em andamento,99.9,0.904236555067659,1.132148227798208,Não
PROJ-0108,A possibilidade de inovar com força total,20/08/2024,20/06/2025,11/11/2025,3239294,Dra. Alícia Casa Grande,Atrasado,69.14531802418745,0.6914531802418744,0.9831513233619598,Não
PROJ-0109,A certeza de mudar de maneira eficaz,19/09/2024,12/07/2025,01/07/2025,1183339,Elisa da Rosa,Concluído,100.0,1.008759167657668,1.0515218216332307,Não
PROJ-0110,A possibilidade de ganhar sem preocupação,15/07/2024,04/09/2024,27/08/2024,668017,Sr. Matheus Lima,Em andamento,99.9,0.8594698511707413,0.8581039932867408,Não
PROJ-0111,A vantagem de mudar mais rapidamente,14/04/2024,01/04/2025,10/04/2025,2570436,Nina Leão,Em andamento,82.83233493694871,0.9003489041923596,1.239512865680416,Sim
PROJ-0112,O direito de inovar com toda a tranquilidade,04/09/2023,14/01/2024,02/05/2024,4089995,Eduardo Pereira,Atrasado,86.69643956689777,0.8669643956689776,0.8195651778711182,Sim
PROJ-0113,O conforto de ganhar com força total,13/12/2024,19/04/2025,01/05/2025,1026169,Thales Freitas,Em andamento,99.9,0.9770681690575397,0.9587541299090008,Não
PROJ-0114,A liberdade de realizar seus sonhos simplesmente,07/10/2024,17/08/2025,03/08/2025,1395261,Dr. Bernardo Aparecida,Em andamento,78.65989335236124,1.0129121386474993,0.8939801472012436,Não
PROJ-0115,O direito de mudar de maneira eficaz,13/12/2023,20/11/2024,18/12/2024,4732116,Samuel Macedo,Em andamento,98.84981773104765,0.9246187713883995,1.0843405536975086,Não
PROJ-0116,A certeza de mudar de maneira eficaz,23/10/2024,27/04/2025,12/06/2025,3973653,Luísa Almeida,Atrasado,66.46708666430887,0.6646708666430886,0.8189498717104705,Não
PROJ-0117,A certeza de evoluir com força total,06/07/2025,31/03/2026,28/04/2026,3304188,Apollo Vasconcelos,Em andamento,2.5002023077737165,0.9079915545500136,0.9481113915466216,Não
PROJ-0118,O poder de concretizar seus projetos de maneira eficaz,17/05/2024,04/10/2024,01/10/2024,1198387,Camila Ribeiro,Em andamento,99.5263449579306,1.0301818074175337,0.9702865814392945,Não
PROJ-0119,O direito de concretizar seus projetos de maneira eficaz,04/01/2024,25/11/2024,10/11/2024,2321230,Mateus Cirino,Em andamento,99.64278382311818,0.9750867906625722,0.878845054112685,Sim
PROJ-0120,O direito de inovar com força total,19/06/2024,04/10/2024,29/09/2024,2213548,Ravi Lucca Andrade,Em andamento,99.9,0.8750141815940965,1.2158608570789828,Não
PROJ-0121,A simplicidade de concretizar seus projetos com confiança,07/08/2023,05/04/2024,12/01/2024,77355,Léo Aparecida,Cancelado,65.30046542185143,0.6530046542185143,0.6750915861050393,Não
PROJ-0122,A certeza de avançar antes de tudo,27/05/2025,04/07/2025,22/07/2025,3678834,Maria Cecília Barros,Em andamento,99.9,0.9378939691039383,1.0260709047404366,Não
PROJ-0123,A certeza de ganhar naturalmente,10/06/2025,17/08/2025,25/08/2025,191839,Sr. Augusto Barbosa,Em andamento,58.93291519835113,0.9120118151389829,0.8869621751986859,Não
PROJ-0124,A vantagem de atingir seus objetivos com confiança,17/03/2024,23/08/2024,28/08/2024,2035305,Diego Aparecida,Em andamento,99.9,0.8524483228169617,1.0857825815983675,Não
PROJ-0125,O conforto de concretizar seus projetos com toda a tranquilidade,23/06/2024,22/06/2025,01/07/2025,1946611,Carolina Marques,Em andamento,83.00966376826453,0.9126902702100692,0.9071438028888469,Sim
PROJ-0126,O direito de atingir seus objetivos direto da fonte,24/10/2023,11/08/2024,13/08/2024,4352273,Caio Moreira,Em andamento,84.137544366988,0.8738413498622286,1.1096014081668808,Não
PROJ-0127,A possibilidade de avançar em estado puro,12/01/2024,25/03/2024,08/03/2024,4042802,João Vitor da Mata,Cancelado,77.40555506665282,0.7740555506665282,0.7412448463132285,Sim
PROJ-0128,A simplicidade de atingir seus objetivos em estado puro,18/05/2024,28/03/2025,19/05/2025,4668779,Ana Cecília Castro,Atrasado,88.75648831231133,0.8875648831231133,0.8311933800837509,Sim
PROJ-0129,A segurança de evoluir em estado puro,15/02/2024,17/01/2025,18/05/2025,1678417,Larissa Sampaio,Atrasado,55.44012024777142,0.5544012024777142,0.896640581875944,Não
PROJ-0130,A arte de conseguir simplesmente,14/02/2025,24/10/2025,03/03/2026,3137017,Enzo Costa,Atrasado,34.48538980215902,0.5793545486762716,0.9717191791214973,Sim
PROJ-0131,A possibilidade de avançar com força total,12/02/2024,16/06/2024,16/06/2024,2885594,Paulo Pacheco,Em andamento,81.77118926793723,1.0948443696213799,0.9167500912169586,Não
PROJ-0132,A simplicidade de concretizar seus projetos antes de tudo,28/04/2025,01/03/2026,22/02/2026,1068702,Enzo Porto,Em andamento,26.759134566162217,1.0631366803759406,0.8730636656937669,Sim
PROJ-0133,A arte de ganhar com confiança,25/08/2024,26/11/2024,05/12/2024,2511998,André Pastor,Em andamento,99.9,0.9460506347919634,0.8650108956901943,Não
PROJ-0134,O conforto de ganhar com força total,22/11/2023,18/02/2024,08/02/2024,4503542,Maria Clara Moreira,Em andamento,85.89089728238763,1.036812645808583,1.127644507057365,Sim
PROJ-0135,O conforto de realizar seus sonhos com força total,11/11/2024,07/08/2025,05/08/2025,260978,Enzo Gabriel Viana,Em andamento,99.9,0.940763371943578,0.8954720991963336,Não
PROJ-0136,O poder de concretizar seus projetos simplesmente,24/12/2023,05/11/2024,17/11/2024,4419246,Sra. Manuella Ramos,Em andamento,99.9,0.8962060726438571,1.0631583426266422,Não
PROJ-0137,O conforto de ganhar mais rapidamente,26/01/2024,03/10/2024,20/10/2024,1505012,Sra. Maitê Mendes,Em andamento,82.28539388294024,1.0202841465903163,0.8933553028735615,Sim
PROJ-0138,A arte de atingir seus objetivos direto da fonte,13/07/2024,03/04/2025,19/03/2025,2355495,Maria Júlia Sampaio,Em andamento,83.49444489233142,0.9658971500808523,0.9185399400513442,Não
PROJ-0139,A liberdade de avançar mais facilmente,30/11/2023,12/04/2024,29/06/2024,2578248,Clarice da Paz,Atrasado,67.6546983512962,0.676546983512962,0.7960863373292838,Sim
PROJ-0140,O poder de realizar seus sonhos com confiança,19/07/2023,17/02/2024,15/02/2024,4121943,Dr. Gael Henrique Moraes,Em andamento,99.9,1.0076305671211454,0.966402892482344,Não
PROJ-0141,O prazer de mudar simplesmente,13/09/2023,05/04/2024,03/08/2024,1465627,Dr. Otávio Guerra,Atrasado,81.06092943263148,0.8106092943263148,0.8174103526152678,Não
PROJ-0142,O poder de mudar simplesmente,28/07/2023,24/12/2023,20/12/2023,827666,Sra. Hellena Azevedo,Em andamento,87.42376783309763,0.9714272754675852,0.911458093614325,Sim
PROJ-0143,A vantagem de atingir seus objetivos de maneira eficaz,07/10/2023,12/08/2024,13/08/2024,4608562,Lavínia Cavalcanti,Em andamento,83.50362706956504,1.1237323295748896,0.8364306590639214,Não
PROJ-0144,O poder de avançar naturalmente,22/03/2024,13/01/2025,11/02/2025,3263436,Isadora Cavalcante,Em andamento,98.14559962436572,1.093057876483116,0.9619719798007046,Não
PROJ-0145,A certeza de inovar com confiança,31/01/2024,18/12/2024,14/01/2025,3142110,Dra. Bárbara Silva,Em andamento,98.68338287516065,1.1321490943218826,1.0010158391418806,Não
PROJ-0146,A certeza de avançar direto da fonte,13/11/2023,15/07/2024,13/01/2024,4875093,Lorena Melo,Cancelado,25.13192666221789,0.2513192666221789,0.8440382274487644,Sim
PROJ-0147,A possibilidade de conseguir antes de tudo,13/12/2023,17/09/2024,15/11/2024,4025724,Dr. Raul Nunes,Atrasado,60.417702085445455,0.6041770208544547,0.8514958454249759,Não
